ID,Label
10666,0
10667,0
10668,0
10669,0
10670,0
10671,0
10672,1
10673,0
10674,0
10675,1
10676,0
10677,0
10678,1
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,1
10686,0
10687,0
10688,0
10689,0
10690,1
10691,0
10692,0
10693,1
10694,1
10695,1
10696,0
10697,0
10698,0
10699,0
10700,0
10701,1
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,0
10714,0
10715,1
10716,0
10717,0
10718,0
10719,0
10720,0
10721,0
10722,1
10723,0
10724,0
10725,0
10726,0
10727,1
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10734,0
10735,0
10736,0
10737,0
10738,1
10739,0
10740,0
10741,0
10742,0
10743,1
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,1
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,1
10760,0
10761,1
10762,0
10763,0
10764,0
10765,0
10766,0
10767,1
10768,0
10769,0
10770,0
10771,0
10772,0
10773,1
10774,0
10775,0
10776,0
10777,0
10778,0
10779,0
10780,1
10781,0
10782,0
10783,0
10784,1
10785,0
10786,0
10787,1
10788,0
10789,0
10790,1
10791,1
10792,0
10793,0
10794,0
10795,0
10796,0
10797,1
10798,0
10799,0
10800,0
10801,0
10802,0
10803,0
10804,1
10805,0
10806,0
10807,1
10808,0
10809,1
10810,0
10811,0
10812,1
10813,0
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,1
10822,0
10823,0
10824,1
10825,0
10826,0
10827,1
10828,0
10829,0
10830,0
10831,0
10832,1
10833,0
10834,0
10835,0
10836,1
10837,0
10838,0
10839,0
10840,0
10841,0
10842,1
10843,0
10844,0
10845,0
10846,0
10847,0
10848,0
10849,1
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,0
10858,0
10859,0
10860,1
10861,1
10862,0
10863,0
10864,0
10865,1
10866,1
10867,0
10868,1
10869,0
10870,0
10871,1
10872,1
10873,0
10874,0
10875,0
10876,1
10877,0
10878,0
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10885,0
10886,1
10887,0
10888,1
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
10903,1
10904,0
10905,0
10906,0
10907,1
10908,0
10909,0
10910,0
10911,1
10912,0
10913,1
10914,0
10915,0
10916,0
10917,0
10918,1
10919,0
10920,1
10921,0
10922,1
10923,0
10924,1
10925,1
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,0
10935,0
10936,0
10937,1
10938,0
10939,0
10940,0
10941,1
10942,0
10943,0
10944,0
10945,0
10946,0
10947,1
10948,0
10949,0
10950,1
10951,0
10952,1
10953,1
10954,0
10955,0
10956,0
10957,0
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,1
10966,1
10967,1
10968,0
10969,1
10970,0
10971,1
10972,0
10973,0
10974,0
10975,0
10976,1
10977,0
10978,1
10979,0
10980,1
10981,1
10982,0
10983,0
10984,1
10985,0
10986,0
10987,0
10988,0
10989,1
10990,1
10991,0
10992,0
10993,0
10994,0
10995,0
10996,0
10997,1
10998,0
10999,0
11000,1
11001,1
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,0
11009,1
11010,0
11011,0
11012,1
11013,1
11014,0
11015,0
11016,0
11017,0
11018,0
11019,1
11020,0
11021,1
11022,0
11023,0
11024,0
11025,0
11026,0
11027,0
11028,0
11029,1
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,0
11037,0
11038,0
11039,1
11040,0
11041,0
11042,0
11043,1
11044,0
11045,0
11046,0
11047,0
11048,1
11049,1
11050,1
11051,0
11052,0
11053,0
11054,1
11055,1
11056,0
11057,1
11058,0
11059,0
11060,0
11061,0
11062,0
11063,0
11064,0
11065,0
11066,1
11067,0
11068,0
11069,1
11070,0
11071,0
11072,1
11073,1
11074,0
11075,0
11076,1
11077,0
11078,1
11079,1
11080,0
11081,0
11082,0
11083,0
11084,0
11085,0
11086,0
11087,0
11088,1
11089,0
11090,0
11091,0
11092,0
11093,0
11094,0
11095,0
11096,1
11097,0
11098,0
11099,1
11100,0
11101,0
11102,0
11103,0
11104,0
11105,1
11106,0
11107,0
11108,0
11109,0
11110,0
11111,0
11112,0
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,1
11123,1
11124,1
11125,0
11126,1
11127,0
11128,0
11129,1
11130,0
11131,1
11132,0
11133,0
11134,0
11135,1
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,1
11143,0
11144,0
11145,0
11146,0
11147,1
11148,0
11149,0
11150,0
11151,1
11152,0
11153,0
11154,0
11155,0
11156,0
11157,0
11158,1
11159,0
11160,0
11161,0
11162,0
11163,0
11164,0
11165,0
11166,0
11167,0
11168,0
11169,0
11170,1
11171,0
11172,0
11173,0
11174,0
11175,1
11176,0
11177,0
11178,0
11179,0
11180,0
11181,1
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,0
11189,0
11190,0
11191,0
11192,0
11193,0
11194,1
11195,0
11196,0
11197,0
11198,0
11199,1
11200,0
11201,0
11202,0
11203,0
11204,1
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,1
11214,1
11215,0
11216,0
11217,0
11218,0
11219,0
11220,1
11221,0
11222,0
11223,0
11224,1
11225,1
11226,0
11227,0
11228,1
11229,1
11230,0
11231,1
11232,0
11233,1
11234,1
11235,1
11236,0
11237,0
11238,1
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,0
11252,0
11253,0
11254,1
11255,0
11256,0
11257,0
11258,0
11259,0
11260,0
11261,1
11262,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,1
11269,0
11270,0
11271,1
11272,0
11273,0
11274,0
11275,0
11276,0
11277,0
11278,1
11279,0
11280,1
11281,1
11282,0
11283,0
11284,0
11285,1
11286,0
11287,0
11288,0
11289,0
11290,0
11291,1
11292,0
11293,0
11294,0
11295,0
11296,0
11297,0
11298,1
11299,0
11300,0
11301,0
11302,0
11303,0
11304,1
11305,0
11306,1
11307,0
11308,0
11309,1
11310,0
11311,0
11312,0
11313,0
11314,1
11315,0
11316,1
11317,0
11318,1
11319,0
11320,0
11321,0
11322,0
11323,0
11324,0
11325,0
11326,0
11327,1
11328,0
11329,0
11330,0
11331,0
11332,0
11333,0
11334,0
11335,0
11336,0
11337,0
11338,0
11339,0
11340,1
11341,0
11342,0
11343,0
11344,0
11345,0
11346,0
11347,1
11348,0
11349,1
11350,0
11351,0
11352,0
11353,1
11354,0
11355,0
11356,0
11357,1
11358,1
11359,0
11360,0
11361,0
11362,0
11363,0
11364,1
11365,0
11366,0
11367,0
11368,1
11369,0
11370,1
11371,0
11372,0
11373,0
11374,1
11375,0
11376,0
11377,0
11378,0
11379,0
11380,1
11381,0
11382,0
11383,0
11384,0
11385,0
11386,0
11387,0
11388,1
11389,0
11390,0
11391,0
11392,1
11393,0
11394,1
11395,1
11396,0
11397,1
11398,1
11399,0
11400,0
11401,0
11402,1
11403,0
11404,0
11405,1
11406,0
11407,0
11408,0
11409,0
11410,0
11411,0
11412,1
11413,0
11414,0
11415,0
11416,1
11417,0
11418,0
11419,1
11420,0
11421,1
11422,0
11423,0
11424,0
11425,1
11426,0
11427,0
11428,0
11429,1
11430,0
11431,0
11432,1
11433,0
11434,0
11435,0
11436,0
11437,0
11438,0
11439,0
11440,0
11441,0
11442,0
11443,1
11444,0
11445,0
11446,0
11447,0
11448,0
11449,0
11450,0
11451,0
11452,0
11453,0
11454,0
11455,1
11456,0
11457,1
11458,1
11459,0
11460,0
11461,0
11462,0
11463,0
11464,0
11465,0
11466,0
11467,0
11468,1
11469,0
11470,0
11471,0
11472,1
11473,0
11474,0
11475,1
11476,1
11477,0
11478,0
11479,0
11480,1
11481,0
11482,0
11483,1
11484,0
11485,1
11486,1
11487,0
11488,0
11489,0
11490,1
11491,0
11492,0
11493,1
11494,0
11495,0
11496,0
11497,0
11498,1
11499,0
11500,0
11501,1
11502,0
11503,0
11504,1
11505,0
11506,1
11507,0
11508,1
11509,0
11510,1
11511,0
11512,0
11513,0
11514,1
11515,0
11516,0
11517,0
11518,0
11519,0
11520,0
11521,0
11522,1
11523,0
11524,0
11525,0
11526,0
11527,1
11528,0
11529,0
11530,0
11531,0
11532,0
11533,0
11534,1
11535,1
11536,0
11537,0
11538,0
11539,0
11540,0
11541,0
11542,0
11543,0
11544,0
11545,1
11546,0
11547,0
11548,0
11549,0
11550,0
11551,0
11552,0
11553,0
11554,0
11555,0
11556,0
11557,0
11558,0
11559,1
11560,0
11561,1
11562,1
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,1
11570,0
11571,1
11572,0
11573,0
11574,0
11575,0
11576,0
11577,1
11578,0
11579,1
11580,0
11581,1
11582,0
11583,0
11584,1
11585,0
11586,1
11587,0
11588,1
11589,0
11590,0
11591,0
11592,0
11593,0
11594,0
11595,0
11596,0
11597,0
11598,0
11599,0
11600,0
11601,0
11602,0
11603,1
11604,0
11605,0
11606,1
11607,0
11608,0
11609,0
11610,0
11611,0
11612,0
11613,0
11614,0
11615,1
11616,0
11617,1
11618,0
11619,1
11620,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,0
11627,0
11628,0
11629,0
11630,0
11631,0
11632,0
11633,0
11634,1
11635,0
11636,1
11637,0
11638,1
11639,1
11640,1
11641,1
11642,0
11643,0
11644,0
11645,0
11646,0
11647,0
11648,1
11649,1
11650,0
11651,0
11652,0
11653,1
11654,0
11655,0
11656,1
11657,1
11658,0
11659,0
11660,0
11661,0
11662,1
11663,0
11664,0
11665,0
11666,0
11667,0
11668,0
11669,1
11670,0
11671,0
11672,0
11673,0
11674,0
11675,0
11676,0
11677,0
11678,1
11679,1
11680,0
11681,0
11682,0
11683,1
11684,0
11685,1
11686,0
11687,1
11688,0
11689,1
11690,0
11691,1
11692,0
11693,0
11694,1
11695,0
11696,1
11697,0
11698,0
11699,0
11700,0
11701,0
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,0
11710,0
11711,0
11712,1
11713,1
11714,0
11715,0
11716,0
11717,0
11718,1
11719,0
11720,0
11721,0
11722,0
11723,0
11724,0
11725,0
11726,0
11727,0
11728,0
11729,0
11730,1
11731,1
11732,0
11733,0
11734,0
11735,0
11736,0
11737,0
11738,1
11739,0
11740,0
11741,1
11742,1
11743,0
11744,0
11745,0
11746,1
11747,1
11748,0
11749,1
11750,0
11751,0
11752,1
11753,0
11754,0
11755,1
11756,0
11757,0
11758,0
11759,0
11760,0
11761,0
11762,0
11763,0
11764,0
11765,0
11766,1
11767,0
11768,1
11769,0
11770,0
11771,0
11772,0
11773,1
11774,0
11775,0
11776,0
11777,0
11778,1
11779,0
11780,0
11781,0
11782,0
11783,1
11784,0
11785,1
11786,0
11787,1
11788,1
11789,0
11790,0
11791,0
11792,0
11793,1
11794,1
11795,0
11796,1
11797,0
11798,1
11799,0
11800,0
11801,0
11802,0
11803,0
11804,1
11805,0
11806,0
11807,0
11808,0
11809,0
11810,1
11811,0
11812,0
11813,0
11814,0
11815,1
11816,0
11817,1
11818,0
11819,0
11820,1
11821,0
11822,0
11823,1
11824,0
11825,0
11826,0
11827,0
11828,0
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,1
11836,1
11837,0
11838,0
11839,1
11840,0
11841,1
11842,0
11843,1
11844,0
11845,0
11846,1
11847,0
11848,0
11849,0
11850,1
11851,1
11852,0
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,1
11860,0
11861,0
11862,0
11863,0
11864,0
11865,0
11866,1
11867,1
11868,0
11869,0
11870,0
11871,1
11872,1
11873,1
11874,0
11875,0
11876,0
11877,0
11878,1
11879,0
11880,1
11881,0
11882,0
11883,1
11884,0
11885,0
11886,0
11887,0
11888,0
11889,1
11890,0
11891,0
11892,1
11893,1
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,0
11905,1
11906,1
11907,1
11908,0
11909,1
11910,0
11911,0
11912,0
11913,0
11914,1
11915,1
11916,1
11917,0
11918,1
11919,0
11920,1
11921,0
11922,0
11923,0
11924,1
11925,0
11926,1
11927,0
11928,0
11929,0
11930,1
11931,0
11932,1
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,0
11941,0
11942,1
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,1
11950,1
11951,1
11952,0
11953,1
11954,0
11955,0
11956,0
11957,1
11958,0
11959,0
11960,1
11961,0
11962,1
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,0
11970,0
11971,0
11972,0
11973,1
11974,1
11975,0
11976,0
11977,1
11978,0
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,1
11987,0
11988,0
11989,1
11990,0
11991,0
11992,0
11993,0
11994,0
11995,0
11996,0
11997,0
11998,0
11999,1
12000,0
12001,0
12002,0
12003,1
12004,1
12005,1
12006,0
12007,0
12008,0
12009,1
12010,1
12011,1
12012,0
12013,1
12014,0
12015,0
12016,0
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,1
12025,0
12026,1
12027,0
12028,0
12029,0
12030,0
12031,0
12032,0
12033,1
12034,0
12035,0
12036,0
12037,0
12038,1
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,0
12047,1
12048,0
12049,0
12050,0
12051,0
12052,1
12053,1
12054,0
12055,0
12056,0
12057,1
12058,0
12059,1
12060,0
12061,0
12062,0
12063,1
12064,0
12065,0
12066,0
12067,1
12068,0
12069,1
12070,0
12071,0
12072,0
12073,1
12074,0
12075,0
12076,0
12077,1
12078,1
12079,1
12080,1
12081,0
12082,1
12083,0
12084,0
12085,1
12086,0
12087,0
12088,0
12089,0
12090,0
12091,0
12092,0
12093,0
12094,1
12095,0
12096,0
12097,1
12098,0
12099,0
12100,1
12101,0
12102,0
12103,1
12104,0
12105,0
12106,0
12107,0
12108,1
12109,0
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,0
12117,1
12118,0
12119,0
12120,0
12121,1
12122,0
12123,0
12124,0
12125,0
12126,0
12127,1
12128,0
12129,0
12130,0
12131,0
12132,0
12133,1
12134,0
12135,0
12136,0
12137,1
12138,0
12139,1
12140,0
12141,0
12142,1
12143,0
12144,0
12145,0
12146,0
12147,0
12148,0
12149,1
12150,0
12151,0
12152,0
12153,0
12154,1
12155,1
12156,1
12157,0
12158,0
12159,1
12160,0
12161,0
12162,0
12163,0
12164,0
12165,0
12166,1
12167,1
12168,1
12169,0
12170,0
12171,1
12172,0
12173,0
12174,0
12175,0
12176,0
12177,1
12178,0
12179,0
12180,0
12181,0
12182,0
12183,0
12184,0
12185,0
12186,0
12187,0
12188,1
12189,0
12190,0
12191,0
12192,1
12193,0
12194,0
12195,1
12196,0
12197,0
12198,1
12199,1
12200,1
12201,0
12202,0
12203,0
12204,0
12205,1
12206,0
12207,1
12208,0
12209,0
12210,1
12211,0
12212,0
12213,1
12214,0
12215,0
12216,1
12217,1
12218,0
12219,1
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,1
12230,0
12231,0
12232,0
12233,0
12234,0
12235,1
12236,0
12237,1
12238,0
12239,0
12240,0
12241,0
12242,1
12243,0
12244,0
12245,0
12246,0
12247,0
12248,0
12249,0
12250,0
12251,0
12252,0
12253,0
12254,0
12255,0
12256,0
12257,0
12258,0
12259,0
12260,0
12261,0
12262,1
12263,0
12264,0
12265,0
12266,0
12267,0
12268,0
12269,1
12270,0
12271,0
12272,0
12273,0
12274,1
12275,0
12276,1
12277,0
12278,0
12279,0
12280,0
12281,0
12282,1
12283,0
12284,1
12285,1
12286,0
12287,0
12288,0
12289,1
12290,0
12291,0
12292,1
12293,0
12294,0
12295,1
12296,1
12297,0
12298,0
12299,0
12300,1
12301,1
12302,0
12303,1
12304,0
12305,0
12306,0
12307,1
12308,0
12309,1
12310,0
12311,0
12312,0
12313,0
12314,0
12315,0
12316,0
12317,0
12318,0
12319,0
12320,0
12321,0
12322,0
12323,1
12324,1
12325,0
12326,0
12327,0
12328,0
12329,0
12330,0
12331,0
12332,0
12333,0
12334,0
12335,0
12336,0
12337,0
12338,0
12339,0
12340,1
12341,0
12342,0
12343,0
12344,0
12345,0
12346,0
12347,0
12348,1
12349,1
12350,0
12351,1
12352,0
12353,0
12354,1
12355,0
12356,0
12357,0
12358,1
12359,0
12360,1
12361,0
12362,0
12363,0
12364,0
12365,1
12366,0
12367,1
12368,0
12369,0
12370,0
12371,1
12372,0
12373,0
12374,0
12375,0
12376,0
12377,1
12378,0
12379,1
12380,0
12381,1
12382,1
12383,0
12384,0
12385,0
12386,0
12387,1
12388,0
12389,1
12390,0
12391,0
12392,0
12393,0
12394,0
12395,0
12396,0
12397,0
12398,1
12399,0
12400,1
12401,1
12402,1
12403,1
12404,0
12405,1
12406,0
12407,0
12408,0
12409,0
12410,0
12411,0
12412,1
12413,0
12414,0
12415,0
12416,1
12417,0
12418,0
12419,1
12420,1
12421,1
12422,0
12423,0
12424,1
12425,1
12426,1
12427,0
12428,0
12429,1
12430,1
12431,0
12432,0
12433,0
12434,0
12435,0
12436,1
12437,0
12438,0
12439,0
12440,1
12441,1
12442,1
12443,0
12444,0
12445,0
12446,0
12447,0
12448,0
12449,0
12450,1
12451,0
12452,1
12453,0
12454,0
12455,1
12456,1
12457,0
12458,1
12459,0
12460,0
12461,0
12462,0
12463,0
12464,1
12465,0
12466,0
12467,0
12468,0
12469,0
12470,0
12471,1
12472,0
12473,0
12474,0
12475,0
12476,0
12477,0
12478,0
12479,0
12480,1
12481,0
12482,0
12483,0
12484,0
12485,0
12486,1
12487,0
12488,0
12489,0
12490,1
12491,0
12492,1
12493,0
12494,0
12495,1
12496,0
12497,0
12498,0
12499,0
12500,1
12501,1
12502,0
12503,0
12504,0
12505,1
12506,0
12507,0
12508,0
12509,0
12510,0
12511,0
12512,1
12513,0
12514,0
12515,0
12516,1
12517,0
12518,1
12519,0
12520,0
12521,1
12522,0
12523,0
12524,0
12525,0
12526,0
12527,1
12528,1
12529,0
12530,1
12531,0
12532,0
12533,1
12534,1
12535,0
12536,0
12537,0
12538,0
12539,0
12540,0
12541,1
12542,1
12543,0
12544,0
12545,0
12546,0
12547,1
12548,0
12549,0
12550,1
12551,0
12552,0
12553,0
12554,0
12555,0
12556,0
12557,1
12558,0
12559,0
12560,0
12561,1
12562,0
12563,0
12564,0
12565,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,1
12573,0
12574,0
12575,1
12576,0
12577,0
12578,0
12579,0
12580,0
12581,0
12582,0
12583,0
12584,0
12585,0
12586,0
12587,1
12588,0
12589,0
12590,0
12591,1
12592,0
12593,1
12594,0
12595,1
12596,0
12597,0
12598,0
12599,0
12600,0
12601,0
12602,0
12603,0
12604,0
12605,0
12606,0
12607,0
12608,0
12609,0
12610,0
12611,0
12612,0
12613,0
12614,1
12615,1
12616,0
12617,0
12618,0
12619,1
12620,0
12621,0
12622,0
12623,0
12624,0
12625,0
12626,0
12627,0
12628,1
12629,0
12630,1
12631,0
12632,0
12633,1
12634,0
12635,1
12636,0
12637,0
12638,0
12639,0
12640,0
12641,1
12642,0
12643,0
12644,0
12645,0
12646,0
12647,0
12648,0
12649,1
12650,0
12651,0
12652,0
12653,0
12654,0
12655,1
12656,0
12657,0
12658,0
12659,0
12660,0
12661,1
12662,0
12663,0
12664,0
12665,0
12666,0
12667,0
12668,0
12669,0
12670,0
12671,1
12672,0
12673,0
12674,0
12675,0
12676,0
12677,0
12678,0
12679,0
12680,0
12681,0
12682,1
12683,0
12684,1
12685,0
12686,0
12687,1
12688,0
12689,0
12690,1
12691,0
12692,0
12693,0
12694,0
12695,0
12696,0
12697,0
12698,0
12699,0
12700,1
12701,0
12702,1
12703,0
12704,0
12705,0
12706,0
12707,0
12708,1
12709,0
12710,1
12711,1
12712,1
12713,1
12714,0
12715,1
12716,0
12717,0
12718,0
12719,0
12720,0
12721,0
12722,0
12723,0
12724,1
12725,0
12726,0
12727,0
12728,0
12729,0
12730,1
12731,0
12732,1
12733,0
12734,0
12735,1
12736,0
12737,0
12738,0
12739,0
12740,0
12741,0
12742,0
12743,0
12744,0
12745,0
12746,1
12747,1
12748,0
12749,0
12750,0
12751,0
12752,1
12753,0
12754,0
12755,0
12756,1
12757,0
12758,0
12759,0
12760,0
12761,0
12762,0
12763,0
12764,0
12765,0
12766,0
12767,0
12768,1
12769,1
12770,0
12771,0
12772,0
12773,0
12774,0
12775,0
12776,0
12777,0
12778,1
12779,0
12780,0
12781,0
12782,0
12783,0
12784,0
12785,0
12786,0
12787,0
12788,0
12789,1
12790,1
12791,0
12792,0
12793,1
12794,0
12795,0
12796,0
12797,0
